x,y,t
0.1342816171929639,0.00905678907212737,14.725
0.10701994773720867,0.005743126357013795,14.75
0.07909911327803089,0.0031332434680002574,14.775
0.050704297099773435,0.0012862901433574603,14.8
0.022028841850393516,0.00024266437963538223,14.825
-0.006724120356551185,2.2607152826426002e-5,14.85
-0.03535434290681784,0.0006251601938204177,14.875
-0.06366593565987033,0.002028733561655449,14.9
-0.09146875324161556,0.0041920530642344245,14.925
-0.11857964084164452,0.00705545533606633,14.95
-0.14482348588873012,0.010542493113000484,14.975
-0.17003403347812357,0.014561809417170779,15.0
-0.19405443384695759,0.019009237197242124,15.025
-0.21673750115020635,0.023770080567510843,15.05
-0.23794979805310815,0.028722545506957076,15.075
-0.2575934607714096,0.033746612441742485,15.1
-0.275569417053662,0.03871882553297401,15.125
-0.2917906295184032,0.04351778452223487,15.15
-0.3061850608102598,0.048027989625420986,15.175
-0.31869435713819144,0.05214246496202035,15.2
-0.32927250580248857,0.055765062644603236,15.225
-0.3378845366101565,0.058812431063956394,15.25
